time	V(out)
	1.187728e-005	1.213448e+001
	1.187826e-005	1.213447e+001
	1.187916e-005	1.213444e+001
	1.188015e-005	1.213439e+001
	1.188108e-005	1.213430e+001
	1.188208e-005	1.213412e+001
	1.188305e-005	1.213382e+001
	1.188407e-005	1.213335e+001
	1.188447e-005	1.213309e+001
	1.188475e-005	1.213287e+001
	1.188492e-005	1.213271e+001
	1.188506e-005	1.213258e+001
	1.188525e-005	1.213239e+001
	1.188542e-005	1.213220e+001
	1.188568e-005	1.213188e+001
	1.188595e-005	1.213155e+001
	1.188630e-005	1.213112e+001
	1.188662e-005	1.213073e+001
	1.188706e-005	1.213023e+001
	1.188747e-005	1.212977e+001
	1.188797e-005	1.212923e+001
	1.188848e-005	1.212869e+001
	1.188910e-005	1.212804e+001
	1.188989e-005	1.212723e+001
	1.189075e-005	1.212635e+001
	1.189161e-005	1.212549e+001
	1.189255e-005	1.212457e+001
	1.189354e-005	1.212360e+001
	1.189462e-005	1.212258e+001
	1.189580e-005	1.212148e+001
	1.189712e-005	1.212027e+001
	1.189864e-005	1.211892e+001
	1.190047e-005	1.211732e+001
	1.190214e-005	1.211589e+001
	1.190396e-005	1.211438e+001
	1.190759e-005	1.211146e+001
	1.191485e-005	1.210583e+001
	1.192275e-005	1.210000e+001
	1.193306e-005	1.209276e+001
	1.194474e-005	1.208501e+001
	1.196254e-005	1.207400e+001
	1.198703e-005	1.206017e+001
	1.201922e-005	1.204428e+001
	1.207494e-005	1.202205e+001
	1.217788e-005	1.199273e+001
	1.234902e-005	1.196471e+001
	1.269130e-005	1.193707e+001
	1.277687e-005	1.193389e+001
	1.294801e-005	1.193121e+001
	1.299079e-005	1.193066e+001
	1.308883e-005	1.192958e+001
	1.315687e-005	1.192892e+001
	1.316017e-005	1.192889e+001
	1.316205e-005	1.192887e+001
	1.316367e-005	1.192886e+001
	1.316583e-005	1.192884e+001
	1.316758e-005	1.192884e+001
	1.316910e-005	1.192885e+001
	1.317049e-005	1.192888e+001
	1.317182e-005	1.192894e+001
	1.317321e-005	1.192907e+001
	1.317457e-005	1.192929e+001
	1.317553e-005	1.192953e+001
	1.317635e-005	1.192982e+001
	1.317677e-005	1.193001e+001
	1.317696e-005	1.193010e+001
	1.317704e-005	1.193015e+001
	1.317741e-005	1.193037e+001
	1.317755e-005	1.193046e+001
	1.317768e-005	1.193055e+001
	1.317781e-005	1.193065e+001
	1.317795e-005	1.193075e+001
	1.317808e-005	1.193085e+001
	1.317821e-005	1.193095e+001
	1.317834e-005	1.193106e+001
	1.317923e-005	1.193182e+001
	1.318101e-005	1.193345e+001
	1.318270e-005	1.193508e+001
	1.318609e-005	1.193841e+001
	1.319022e-005	1.194247e+001
	1.319404e-005	1.194616e+001
	1.319751e-005	1.194946e+001
	1.320074e-005	1.195248e+001
	1.320325e-005	1.195481e+001
	1.320565e-005	1.195700e+001
	1.320804e-005	1.195916e+001
	1.321088e-005	1.196169e+001
	1.321465e-005	1.196500e+001
	1.321909e-005	1.196883e+001
	1.322450e-005	1.197338e+001
	1.323077e-005	1.197853e+001
	1.323849e-005	1.198466e+001
	1.324649e-005	1.199080e+001
	1.325426e-005	1.199656e+001
	1.326186e-005	1.200200e+001
	1.326948e-005	1.200726e+001
	1.327713e-005	1.201236e+001
	1.328480e-005	1.201729e+001
	1.329245e-005	1.202205e+001
	1.330011e-005	1.202663e+001
	1.330777e-005	1.203106e+001
	1.331543e-005	1.203533e+001
	1.332309e-005	1.203945e+001
	1.335356e-005	1.205440e+001
	1.336470e-005	1.205932e+001
	1.337583e-005	1.206400e+001
	1.338697e-005	1.206844e+001
	1.339810e-005	1.207265e+001
	1.340923e-005	1.207662e+001
	1.342037e-005	1.208036e+001
	1.343150e-005	1.208386e+001
	1.346893e-005	1.209428e+001
	1.352694e-005	1.210664e+001
	1.363049e-005	1.212320e+001
	1.364279e-005	1.212465e+001
	1.366738e-005	1.212686e+001
	1.368308e-005	1.212809e+001
	1.369878e-005	1.212921e+001
	1.371447e-005	1.213023e+001
	1.373017e-005	1.213113e+001
	1.374587e-005	1.213193e+001
	1.376157e-005	1.213262e+001
	1.377727e-005	1.213320e+001
	1.382823e-005	1.213456e+001
	1.382941e-005	1.213458e+001
	1.383178e-005	1.213463e+001
	1.383651e-005	1.213471e+001
	1.384151e-005	1.213479e+001
	1.384651e-005	1.213486e+001
	1.384848e-005	1.213489e+001
	1.384981e-005	1.213490e+001
	1.385073e-005	1.213491e+001
	1.385154e-005	1.213492e+001
	1.385232e-005	1.213492e+001
	1.385315e-005	1.213492e+001
	1.385410e-005	1.213491e+001
	1.385502e-005	1.213488e+001
	1.385599e-005	1.213482e+001
	1.385694e-005	1.213471e+001
	1.385793e-005	1.213451e+001
	1.385891e-005	1.213416e+001
	1.385993e-005	1.213362e+001
	1.386034e-005	1.213333e+001
	1.386059e-005	1.213310e+001
	1.386076e-005	1.213294e+001
	1.386093e-005	1.213275e+001
	1.386114e-005	1.213252e+001
	1.386141e-005	1.213219e+001
	1.386169e-005	1.213184e+001
	1.386204e-005	1.213142e+001
	1.386239e-005	1.213100e+001
	1.386280e-005	1.213053e+001
	1.386324e-005	1.213005e+001
	1.386374e-005	1.212952e+001
	1.386425e-005	1.212897e+001
	1.386494e-005	1.212826e+001
	1.386576e-005	1.212741e+001
	1.386661e-005	1.212654e+001
	1.386750e-005	1.212566e+001
	1.386845e-005	1.212473e+001
	1.386947e-005	1.212375e+001
	1.387057e-005	1.212271e+001
	1.387180e-005	1.212157e+001
	1.387316e-005	1.212033e+001
	1.387477e-005	1.211891e+001
	1.387672e-005	1.211722e+001
	1.387862e-005	1.211561e+001
	1.388058e-005	1.211400e+001
	1.388449e-005	1.211088e+001
	1.389232e-005	1.210489e+001
	1.390047e-005	1.209894e+001
	1.391146e-005	1.209132e+001
	1.392380e-005	1.208326e+001
	1.394346e-005	1.207135e+001
	1.397062e-005	1.205645e+001
	1.400580e-005	1.203984e+001
	1.406951e-005	1.201627e+001
	1.419695e-005	1.198419e+001
	1.438926e-005	1.195803e+001
	1.477390e-005	1.193457e+001
	1.487006e-005	1.193200e+001
	1.503606e-005	1.193017e+001
	1.507741e-005	1.192977e+001
	1.513182e-005	1.192927e+001
	1.513316e-005	1.192926e+001
	1.513502e-005	1.192925e+001
	1.513674e-005	1.192923e+001
	1.513866e-005	1.192922e+001
	1.514031e-005	1.192922e+001
	1.514179e-005	1.192924e+001
	1.514318e-005	1.192927e+001
	1.514465e-005	1.192934e+001
	1.514598e-005	1.192947e+001
	1.514740e-005	1.192972e+001
	1.514831e-005	1.192996e+001
	1.514906e-005	1.193024e+001
	1.514942e-005	1.193040e+001
	1.514959e-005	1.193049e+001
	1.514966e-005	1.193053e+001
	1.515004e-005	1.193076e+001
	1.515019e-005	1.193086e+001
	1.515034e-005	1.193096e+001
	1.515049e-005	1.193107e+001
	1.515064e-005	1.193118e+001
	1.515079e-005	1.193129e+001
	1.515094e-005	1.193141e+001
	1.515109e-005	1.193154e+001
	1.515196e-005	1.193228e+001
	1.515352e-005	1.193373e+001
	1.515616e-005	1.193628e+001
	1.515928e-005	1.193936e+001
	1.516271e-005	1.194272e+001
	1.516614e-005	1.194604e+001
	1.516941e-005	1.194916e+001
	1.517245e-005	1.195201e+001
	1.517510e-005	1.195447e+001
	1.517752e-005	1.195670e+001
	1.517995e-005	1.195891e+001
	1.518242e-005	1.196112e+001
	1.518604e-005	1.196431e+001
	1.519010e-005	1.196784e+001
	1.519535e-005	1.197230e+001
	1.520113e-005	1.197708e+001
	1.520851e-005	1.198301e+001
	1.521668e-005	1.198936e+001
	1.522445e-005	1.199519e+001
	1.523213e-005	1.200075e+001
	1.523968e-005	1.200602e+001
	1.524737e-005	1.201120e+001
	1.525500e-005	1.201617e+001
	1.526269e-005	1.202100e+001
	1.527032e-005	1.202563e+001
	1.527800e-005	1.203012e+001
	1.528564e-005	1.203443e+001
	1.529332e-005	1.203861e+001
	1.531119e-005	1.204775e+001
	1.532307e-005	1.205338e+001
	1.533495e-005	1.205873e+001
	1.534683e-005	1.206379e+001
	1.535871e-005	1.206857e+001
	1.537059e-005	1.207307e+001
	1.538247e-005	1.207729e+001
	1.539435e-005	1.208122e+001
	1.542798e-005	1.209120e+001
	1.547723e-005	1.210285e+001
	1.556144e-005	1.211839e+001
	1.557932e-005	1.212091e+001
	1.561508e-005	1.212484e+001
	1.568659e-005	1.213058e+001
	1.569421e-005	1.213103e+001
	1.570184e-005	1.213145e+001
	1.570946e-005	1.213185e+001
	1.571708e-005	1.213222e+001
	1.572470e-005	1.213257e+001
	1.573232e-005	1.213288e+001
	1.573995e-005	1.213317e+001
	1.578649e-005	1.213466e+001
	1.580395e-005	1.213503e+001
	1.580536e-005	1.213505e+001
	1.580818e-005	1.213510e+001
	1.581318e-005	1.213519e+001
	1.581818e-005	1.213526e+001
	1.582318e-005	1.213533e+001
	1.582514e-005	1.213535e+001
	1.582647e-005	1.213537e+001
	1.582734e-005	1.213537e+001
	1.582813e-005	1.213537e+001
	1.582899e-005	1.213537e+001
	1.582997e-005	1.213535e+001
	1.583087e-005	1.213532e+001
	1.583185e-005	1.213525e+001
	1.583280e-005	1.213512e+001
	1.583379e-005	1.213489e+001
	1.583478e-005	1.213451e+001
	1.583560e-005	1.213404e+001
	1.583598e-005	1.213375e+001
	1.583621e-005	1.213355e+001
	1.583637e-005	1.213339e+001
	1.583654e-005	1.213321e+001
	1.583676e-005	1.213297e+001
	1.583703e-005	1.213263e+001
	1.583731e-005	1.213228e+001
	1.583766e-005	1.213186e+001
	1.583802e-005	1.213144e+001
	1.583843e-005	1.213097e+001
	1.583887e-005	1.213049e+001
	1.583936e-005	1.212996e+001
	1.583988e-005	1.212941e+001
	1.584057e-005	1.212869e+001
	1.584139e-005	1.212785e+001
	1.584224e-005	1.212699e+001
	1.584313e-005	1.212609e+001
	1.584408e-005	1.212517e+001
	1.584510e-005	1.212418e+001
	1.584620e-005	1.212315e+001
	1.584743e-005	1.212201e+001
	1.584880e-005	1.212077e+001
	1.585041e-005	1.211934e+001
	1.585237e-005	1.211765e+001
	1.585426e-005	1.211605e+001
	1.585624e-005	1.211442e+001
	1.586021e-005	1.211126e+001
	1.586814e-005	1.210520e+001
	1.587628e-005	1.209927e+001
	1.588737e-005	1.209160e+001
	1.589974e-005	1.208353e+001
	1.591966e-005	1.207149e+001
	1.594706e-005	1.205652e+001
	1.598261e-005	1.203981e+001
	1.604705e-005	1.201615e+001
	1.617592e-005	1.198406e+001
	1.636985e-005	1.195808e+001
	1.675772e-005	1.193492e+001
	1.685469e-005	1.193238e+001
	1.699735e-005	1.193084e+001
	1.700888e-005	1.193072e+001
	1.702041e-005	1.193061e+001
	1.703194e-005	1.193050e+001
	1.704347e-005	1.193039e+001
	1.705500e-005	1.193028e+001
	1.706653e-005	1.193017e+001
	1.707806e-005	1.193007e+001
	1.710736e-005	1.192981e+001
	1.711112e-005	1.192978e+001
	1.711301e-005	1.192976e+001
	1.711466e-005	1.192975e+001
	1.711685e-005	1.192974e+001
	1.711856e-005	1.192974e+001
	1.712005e-005	1.192975e+001
	1.712143e-005	1.192979e+001
	1.712290e-005	1.192987e+001
	1.712423e-005	1.193001e+001
	1.712566e-005	1.193027e+001
	1.712655e-005	1.193053e+001
	1.712730e-005	1.193082e+001
	1.712759e-005	1.193096e+001
	1.712773e-005	1.193103e+001
	1.712800e-005	1.193119e+001
	1.712814e-005	1.193128e+001
	1.712828e-005	1.193137e+001
	1.712842e-005	1.193147e+001
	1.712856e-005	1.193157e+001
	1.712870e-005	1.193167e+001
	1.712884e-005	1.193178e+001
	1.712898e-005	1.193189e+001
	1.712974e-005	1.193253e+001
	1.713125e-005	1.193391e+001
	1.713315e-005	1.193572e+001
	1.713632e-005	1.193884e+001
	1.713997e-005	1.194243e+001
	1.714341e-005	1.194577e+001
	1.714669e-005	1.194890e+001
	1.714980e-005	1.195184e+001
	1.715258e-005	1.195442e+001
	1.715500e-005	1.195665e+001
	1.715748e-005	1.195890e+001
	1.715993e-005	1.196110e+001
	1.716330e-005	1.196409e+001
	1.716725e-005	1.196753e+001
	1.717224e-005	1.197179e+001
	1.717788e-005	1.197649e+001
	1.718490e-005	1.198216e+001
	1.719315e-005	1.198861e+001
	1.720088e-005	1.199446e+001
	1.720866e-005	1.200012e+001
	1.721614e-005	1.200539e+001
	1.722388e-005	1.201064e+001
	1.723146e-005	1.201561e+001
	1.723919e-005	1.202050e+001
	1.724679e-005	1.202514e+001
	1.725450e-005	1.202968e+001
	1.726212e-005	1.203401e+001
	1.726981e-005	1.203823e+001
	1.728717e-005	1.204718e+001
	1.729851e-005	1.205262e+001
	1.730985e-005	1.205779e+001
	1.732119e-005	1.206270e+001
	1.733253e-005	1.206735e+001
	1.734387e-005	1.207174e+001
	1.735521e-005	1.207587e+001
	1.736655e-005	1.207974e+001
	1.739808e-005	1.208945e+001
	1.744273e-005	1.210062e+001
	1.753283e-005	1.211813e+001
	1.756372e-005	1.212195e+001
	1.761830e-005	1.212727e+001
	1.768008e-005	1.213196e+001
	1.768588e-005	1.213227e+001
	1.770904e-005	1.213331e+001
	1.773993e-005	1.213447e+001
	1.774176e-005	1.213453e+001
	1.777886e-005	1.213545e+001
	1.777957e-005	1.213546e+001
	1.778098e-005	1.213548e+001
	1.778379e-005	1.213554e+001
	1.778879e-005	1.213562e+001
	1.779379e-005	1.213570e+001
	1.779879e-005	1.213577e+001
	1.780076e-005	1.213579e+001
	1.780208e-005	1.213581e+001
	1.780295e-005	1.213581e+001
	1.780375e-005	1.213581e+001
	1.780461e-005	1.213581e+001
	1.780558e-005	1.213579e+001
	1.780649e-005	1.213576e+001
	1.780747e-005	1.213569e+001
	1.780842e-005	1.213556e+001
	1.780941e-005	1.213533e+001
	1.781040e-005	1.213495e+001
	1.781122e-005	1.213448e+001
	1.781160e-005	1.213420e+001
	1.781182e-005	1.213399e+001
	1.781199e-005	1.213383e+001
	1.781215e-005	1.213365e+001
	1.781237e-005	1.213341e+001
	1.781265e-005	1.213308e+001
	1.781293e-005	1.213273e+001
	1.781328e-005	1.213230e+001
	1.781363e-005	1.213188e+001
	1.781404e-005	1.213141e+001
	1.781448e-005	1.213093e+001
	1.781497e-005	1.213040e+001
	1.781549e-005	1.212986e+001
	1.781618e-005	1.212914e+001
	1.781700e-005	1.212829e+001
	1.781785e-005	1.212743e+001
	1.781875e-005	1.212654e+001
	1.781969e-005	1.212561e+001
	1.782072e-005	1.212463e+001
	1.782182e-005	1.212359e+001
	1.782305e-005	1.212245e+001
	1.782441e-005	1.212121e+001
	1.782603e-005	1.211979e+001
	1.782798e-005	1.211810e+001
	1.782987e-005	1.211650e+001
	1.783186e-005	1.211486e+001
	1.783582e-005	1.211171e+001
	1.784376e-005	1.210565e+001
	1.785190e-005	1.209972e+001
	1.786298e-005	1.209205e+001
	1.787535e-005	1.208398e+001
	1.789528e-005	1.207195e+001
	1.792267e-005	1.205698e+001
	1.795822e-005	1.204027e+001
	1.802265e-005	1.201663e+001
	1.815152e-005	1.198454e+001
	1.834546e-005	1.195857e+001
	1.873333e-005	1.193540e+001
	1.883030e-005	1.193287e+001
	1.897159e-005	1.193134e+001
	1.898714e-005	1.193118e+001
	1.900269e-005	1.193103e+001
	1.901825e-005	1.193088e+001
	1.903380e-005	1.193074e+001
	1.904936e-005	1.193060e+001
	1.906491e-005	1.193046e+001
	1.908046e-005	1.193032e+001
	1.908238e-005	1.193030e+001
	1.908620e-005	1.193027e+001
	1.908812e-005	1.193025e+001
	1.908978e-005	1.193024e+001
	1.909198e-005	1.193023e+001
	1.909368e-005	1.193023e+001
	1.909517e-005	1.193025e+001
	1.909655e-005	1.193028e+001
	1.909801e-005	1.193036e+001
	1.909934e-005	1.193051e+001
	1.910078e-005	1.193078e+001
	1.910167e-005	1.193104e+001
	1.910242e-005	1.193134e+001
	1.910268e-005	1.193147e+001
	1.910281e-005	1.193154e+001
	1.910316e-005	1.193175e+001
	1.910357e-005	1.193204e+001
	1.910412e-005	1.193246e+001
	1.910522e-005	1.193340e+001
	1.910659e-005	1.193466e+001
	1.910931e-005	1.193730e+001
	1.911234e-005	1.194028e+001
	1.911569e-005	1.194356e+001
	1.911913e-005	1.194690e+001
	1.912243e-005	1.195004e+001
	1.912546e-005	1.195290e+001
	1.912813e-005	1.195538e+001
	1.913056e-005	1.195760e+001
	1.913299e-005	1.195981e+001
	1.913546e-005	1.196202e+001
	1.913903e-005	1.196517e+001
	1.914307e-005	1.196869e+001
	1.914827e-005	1.197311e+001
	1.915403e-005	1.197787e+001
	1.916133e-005	1.198375e+001
	1.916955e-005	1.199015e+001
	1.917730e-005	1.199596e+001
	1.918501e-005	1.200154e+001
	1.919253e-005	1.200680e+001
	1.920024e-005	1.201201e+001
	1.920785e-005	1.201697e+001
	1.921556e-005	1.202181e+001
	1.922318e-005	1.202643e+001
	1.923087e-005	1.203094e+001
	1.923850e-005	1.203525e+001
	1.924618e-005	1.203943e+001
	1.926399e-005	1.204855e+001
	1.927579e-005	1.205415e+001
	1.928759e-005	1.205947e+001
	1.929939e-005	1.206451e+001
	1.931119e-005	1.206928e+001
	1.932299e-005	1.207376e+001
	1.933479e-005	1.207796e+001
	1.934659e-005	1.208189e+001
	1.937992e-005	1.209183e+001
	1.942848e-005	1.210341e+001
	1.951127e-005	1.211887e+001
	1.952933e-005	1.212145e+001
	1.956543e-005	1.212549e+001
	1.961959e-005	1.213004e+001
	1.966360e-005	1.213284e+001
	1.971837e-005	1.213495e+001
